item_id_A,item_id_B
2756452,
2756453,
2756451,
2756439,103219
2756437,
2068478,
2083555,
2218398,
2213483,
2213187,109152
2213192,
1949781,
2218403,106523
2219383,
2196246,96939
2213511,
2213667,
2213674,
2213679,
2211542,
2213572,
2213278,
2218794,
2213711,
2220435,
2220434,
2220427,
2220438,
2220440,
2220442,
2220441,
2220445,
2220446,
2071718,105495
2071263,100878
2220444,
2220449,
2220454,
2220450,
2220452,
2220459,
1949422,1084084
2220460,
2220461,
2220464,
2220470,1333709
2220476,
2220481,
2220489,
2220493,
2220495,
2220496,
2070041,
2220503,
2220504,
2220502,
2220508,
2220510,
2220509,
2220506,
2220507,
2220511,
2220512,
2220524,
2220522,
2220525,
2220530,
2220541,
2220540,
2756429,
2220549,
2233743,114506
2233744,
2233745,
2233749,
2756438,
2233754,
2233756,
2233750,
2233757,
2055138,96657
2055784,104309
2056616,
2233759,
2270752,1090845
2756445,98028
2756444,98028
2756446,
2233764,
2233762,
2233761,
2233767,
2233766,
2233771,
2233768,
2233775,
2233776,
2056651,953175
2232154,
2204149,
2203691,
2220567,
2232034,111941
2214518,
2233474,
2233783,
2233786,
2050937,
2220544,
2233788,
2233790,113112
2233799,
2233794,
2233802,
2233801,
2220551,
2233800,
2220555,
2220554,
2220557,
2233807,
2220560,
2220563,
2233820,
2233822,
2233829,
2233827,
2233825,
2201772,
2201888,
2084181,
2203411,
1921605,1854370
2220576,
2233833,
2233830,
2233831,
2220572,
2233835,112626
2233840,106616
2233836,
2233841,113712
2233842,113004
2220562,
2220561,
2233843,108856
2233846,108856
2220550,
2220558,
2233847,
2203035,
2220573,
2233849,114213
2233854,
2233859,114085
2233860,
2756457,
2756458,96622
2756459,100032
2756461,100246
2756460,
2756462,
2233875,
2233873,
2233870,
2233880,
2074028,1083944
2233879,112626
2233885,
2233887,
2233893,
2233891,
2117659,
2233896,
2233900,
2233902,
2233903,
2120420,104788
2201773,
2233907,
2233909,
2233912,112655
2216816,
2233917,
2233918,109714
2233913,
2233919,112655
2233920,112655
2233921,
2233924,
2233930,
2235059,
2233932,
2233933,
2233935,
2084456,
2749810,
2195739,
2220593,950946
2749812,
2749813,1085474
2233943,
2233946,
2233944,
2749814,
2233950,
2233954,
2233955,
2233953,
2233962,
2233967,112626
2233973,
2233972,
2749816,
2068332,
2751260,
2233981,
2233979,
2233980,
2049073,
2233988,
2233993,
2233994,
2233995,
2233998,
2749831,
2236080,
2220596,
2234000,
2234001,114901
2234004,
2234006,
2258087,104547
2234011,
2124111,
2749840,953844
2749842,1085481
2749843,
2234016,
2234015,
2749844,
2208216,948403
2749846,1162356
1948907,
2261408,
2060161,
2234026,
2234027,
2234022,
2234028,
2234030,
2234029,
2756465,
2756464,
2756466,
2756467,
2234033,
2756469,115096
2756488,
2220597,2146683
2234037,
2234038,113112
2069882,
2753585,105595
2234039,
2234040,
2234042,
1942013,104914
2234044,
2234046,
2220598,114784
2386905,104384
2387355,
2218087,
2234048,
2220122,
2220600,
2234050,
2234052,
2234051,
2385231,
2234057,
2234059,
2234060,
2079261,
2234062,
2232620,
2234061,
2214477,108939
2230972,109495
2214630,
2268562,
2268561,
2234064,
2234067,
2234063,
2225654,
2117637,
2234076,
2234077,
2234078,112603
2220609,
2113678,
2220608,
2220607,
2220603,
2220604,
2234080,
2234079,
2756502,
2756500,
2234086,
2234090,
2234088,
2234092,
2234085,
2234096,
2234095,
2234104,
2234101,
2234105,
2234108,
2234109,
2234107,
2234111,
2234112,
2234113,
1913599,
2234129,
2234125,
2234128,
2234124,
2234137,
2234140,
2234138,
2234142,
2234143,
2234144,
2756474,
2234145,
2079661,
2057246,
1937625,
2234152,
2069123,105982
1950112,
2234149,
2753675,
2753677,
2234155,
2234154,948313
368903,948303
2234157,107358
2220621,948542
2220634,
2234165,
2234164,
2234162,
2219443,112439
2220623,949331
2220627,109277
2234167,
2234166,
2059338,
2234168,
2234173,112603
2234172,
2756503,
2234175,
2234178,109385
2234176,
2234177,
2234185,
2234186,
2234181,
2220647,
2220648,
2234189,
2234190,
2234188,
2234194,
2234192,
2234191,
2234195,
2234201,
2234208,
2234205,
2234199,
2234209,
2234214,
2234212,
2756510,108636
2756511,
2234217,108939
2234218,112603
2234219,
2234222,
2234223,112603
2259394,
2234228,114901
2234226,
2234224,112626
2234227,
2058077,114661
2234230,
2234235,
2234233,
2234232,
2097640,
2218332,
2220635,
2234238,
2220636,
2234241,
2234242,
2220638,
2234244,
2220640,
2220646,
2234258,
2234256,
2087626,2019981
2234257,
2220643,1084501
2220644,
2234261,
2234262,
2234265,
2234273,
2234272,
2234278,115096
2234274,
1950031,
2234280,
2234285,
2234287,
2234288,
2234292,
2234294,
2234291,
2234293,
2234302,106616
2234298,
2201197,
2234296,
2234304,
2234303,114506
2234307,
1948947,
2071360,953092
2218870,112854
2218871,
2234311,
2234310,
2236518,114822
2234321,
2234330,
2234326,
2234325,
2234328,
2756512,108365
1949910,
2234333,
2234339,
2234334,
2234346,
2234344,
2234354,108856
2385699,1163198
1933370,
2220650,951137
2234360,
2234359,
2234361,
2234365,
2234366,
2234368,
2220655,
2234372,
2220657,
2234375,
2234377,
2234382,
2234384,
2234386,
2234385,
2084505,
2201891,
2121393,
2234394,
2234393,
2234401,
2234399,
2234397,
2234398,
2267227,
2201892,
2203412,
2203413,
2220660,
2112818,
2220669,
2220664,
2220662,
2220681,
2220676,
2220696,
2220698,
2234405,
2220692,
2214743,
2216902,
2216905,
2216903,
2204564,
2232181,
2204188,
2204162,
2216933,
2216932,111142
2267230,
2232244,
2220777,
2200936,1890186
2083460,
2220704,
2220703,
2204144,
2220708,
2220707,
2204150,
2200288,948732
2215278,
2756516,
2756517,113814
2215280,
2756518,113878
2220710,115668
2220713,
2220521,
2219837,
2220722,
2220729,
2220736,
2220739,
2220740,
2220741,
2220759,
2220763,
2204152,
2204153,111142
2204171,
2204177,
2116934,
2208180,
2216071,948392
2220771,
2220770,
2216073,2139835
2058762,
2220778,100980
2204290,109385
2204280,111142
2220721,
2220732,
2220726,
2220731,
2219270,
2205585,
2220787,
2220791,
2220782,
2220796,
2220795,
2220805,
2220811,
2220808,
2220831,
2220828,
2220823,
2220834,
2220841,109492
2208714,
2220842,
2215267,
2067323,
2067324,
2220846,
2220847,
2220853,1848337
2234407,
2117329,
2220869,
2220879,
2220901,
2220895,
2211668,
2201896,
2220907,
2220923,
2121678,
2220922,
2220938,
2220937,114450
2220939,
2195317,115454
1923538,
2217011,
2220951,
2220949,
2204303,
2220953,
2220958,
2220959,
2220967,1085102
2220970,
2220971,113083
2220980,
2234411,
2219316,
2234410,106888
1916021,
2220989,
2234416,
2267239,
2234417,
2234418,
2220990,
2220988,
2234421,
2267242,
2234423,
2234426,
2234424,
2234429,
2753539,
2071721,
2205471,
2216053,
2234434,
2234433,
2234432,
2203442,
1938045,1875308
2220991,
2234437,
2217064,
2234439,
2259009,114717
2234450,
2234447,
2234451,
2083374,
2234459,
2234457,
2234461,
2083403,
2203416,
2218836,
2234465,
2234468,
2234464,
2221338,
2218892,
2221346,
2200503,
2387101,
2234473,
2234474,
2234469,
2220844,
2220784,
2218253,950435
2209694,
2271775,
2271776,
2072185,111095
2220993,1087583
2756375,111046
2220995,
2221000,
2220997,
2220999,101295
2221001,97626
2234483,
2234481,
2234487,
2234491,
2234494,
2234496,
2234497,
2220797,
2220850,
2220798,
2219335,
2220814,
2220800,
2220833,
2220835,
2221003,
2221005,
2221015,
2221016,108683
2221023,
2221040,
2221039,
2221026,2042640
2084496,
2076431,113921
2221051,
2221042,
2221064,
2221055,113872
2234503,
2234505,
2234506,
2234504,
2203407,
2221009,
2221004,
2221008,
2221011,
2221010,
2220799,
2220801,
2220803,
2219957,
2220821,
2220824,
2220832,
2221072,109490
2221068,
2221080,
2221074,
2221076,
2069370,1857088
2221081,
2221084,
2221087,112710
2221103,109492
2221104,
2221100,
2234508,
2234510,
2234512,
2234513,
2234518,
2221105,
2221106,
2082446,
2195318,
2221314,
2218262,950394
2221118,
2221120,
2221121,
2221122,
2221145,
2221143,
2392547,
2221148,
2234521,
2196826,
1943766,
2221149,
2221155,
2221153,
2089127,96667
2221160,
2221161,
2221165,
2252528,
2392580,97708
2756525,
2258984,
2392576,
1942668,
2220931,115096
2219351,
1944039,
2221172,
2221179,
2205473,
2205479,
2221037,
2221181,
2221185,
2221202,
2221195,
2221212,1085124
2221220,
2221208,
2221222,
2221224,
2221225,
2221240,
2221241,
2221239,
2221242,
2221243,
2221252,
2120747,
2221245,
2221256,
2221257,111032
2221258,
2221272,
2221277,
2221267,
2221288,
2221291,
2221292,
2221302,
2221304,
2221295,
2221313,
2221310,
2221307,
2220715,
2221012,
2221013,
2116864,107052
2221019,1087906
2221025,
2221030,
2198974,
2221041,
2221049,
2221315,
2200427,
2234528,
2234530,
2234534,
2216049,
2201649,
2216055,
2205474,
2201423,
2234536,
2221326,
2081305,
2221330,
2221333,
2221341,
2221340,
2221344,
1937533,
2221349,
2081236,
2117074,115747
2205494,
2234540,
2221355,
2234544,
2234546,
2234549,
2234550,
2218893,
2218889,
2088267,
2081299,
2234552,
2218906,
2088202,
2221365,107343
2259062,
2205496,
2205477,
2205481,
2205480,
2221353,
2234560,
2221356,
2234554,114506
2234563,
2234569,
2756527,
2756537,110793
2756535,
2756536,114109
2221359,109848
2756761,
2221360,
2234574,
2234572,
2234575,
2756782,
2756779,
2756781,
2756778,
2756783,
2267264,
2221363,113184
2221361,
2221367,103819
2221369,105071
2747557,
2220783,
2220779,
2221024,
2220720,
2234579,
1944038,
2221380,
2779027,1083012
2221371,
2221372,
2385989,
1944078,
2756385,
2201866,
2756386,
2234593,
2234591,
2385635,115096
2234592,
2671038,
2235065,
2235063,
2234594,
2235066,
2671091,
2756395,
2386032,
2084475,
2756422,
2267266,
2204353,
2084502,
2204192,
2204179,
1949083,99459
2204204,
2204354,
2204202,
2216938,
1915701,950535
1949909,
1949946,95508
1949817,102760
2252507,
2106737,114610
2084486,
2748169,
2204245,
2204227,
2204226,
2204246,
2753698,
1944025,
2753699,
2753700,
2753701,1091482
2753716,
2201779,
2204265,
2231946,
1949107,96270
2084532,
2221180,
2091097,
1943944,
2221201,
2756539,
2201870,
2756546,
2074422,
2756547,
2756553,
1917405,103681
2084477,
2234254,
2234507,
1951126,1883969
1951622,101747
366513,
2232272,
2204293,109385
2232276,
2220781,
2229770,
2073631,
2204310,
2267267,
2054052,104509
2050274,
2206253,
2206255,
2206276,
2234604,
2049023,
2234601,
2234605,
2234610,
2201780,
2234620,
2234617,
599983,100872
2200481,
2231617,
2231469,
2231470,
2231621,
1950827,97429
2231495,
2215277,1091167
2215282,
2213880,
2259770,
2231507,
2231506,
2220794,
2210655,
2220810,
2220812,
2219140,
2208188,112418
2220839,
2220825,
2220827,
2221395,
2221392,
2221396,
2200911,107216
2221385,
2221402,
2221403,
2218844,
2209990,
2267268,
2218846,
2218839,
2220723,
2231639,
2220734,
2231638,
2221406,
2221408,
2221409,
1942558,
2218855,
2221096,
2756559,
2756564,
2218867,
2218860,
2271949,
2271950,
2271957,
2271952,
2271956,
2271951,
2271965,
2231519,
2271967,
2271974,
2220871,
2271976,
2220890,
2220902,
2271977,
2221264,
2271990,
2221133,
2221271,
2231527,
2221289,
2221386,
2221387,
2221017,
2221018,
2221046,
2220773,
2220774,2157081
2221047,
2221426,
2221278,
2213891,
2214013,
2213899,
2221434,
2070540,
2221433,
2221428,
2221430,
2221452,
2221450,
2221461,
2221459,
2221460,
2221471,
2221478,
2221475,
2221484,1091167
2221490,
2221494,
2221500,
2221495,
2221491,
2221509,
2221511,
2221505,
2221504,
2221521,
2221518,
2221531,
2221525,
2221533,
2210516,109491
2221539,
2221540,2685534
2231528,
2231530,
2213885,
2221466,
2221485,
2221473,
2221447,
2221512,
2221510,
2221506,
2213889,
2215289,
2221520,
2195370,
2110593,
2123699,1092116
2232689,
2232690,
2232691,
2232699,
2221551,97573
2231559,
2083334,
2231567,
2231577,
2231578,
2058819,
2231581,
2231721,
1950438,
2221552,102094
2220750,
2117275,1090755
2220904,
2220758,
2220753,
2220757,
2220764,
2220767,
2220957,
2220975,
2258221,
2221561,
2221562,
2221568,2684858
2207789,
2207787,
2221574,113583
2220905,
2220925,115096
2220926,
2220908,
2220927,
2072273,948889
2220960,
2220978,
2220962,
1948932,
2200947,
2132997,
2231610,
2234631,
2234632,
2234629,112603
2215902,950427
2215905,
2221584,1163182
2215903,112727
2671110,
2068614,
2234636,951433
2234637,
2231988,
2204157,
2233793,
2233806,
2233805,
2221581,
2234639,
2234638,
2211003,
2211004,
2211005,
2210397,
1952080,
2213161,
2221715,
2234643,
2234642,
2234644,
2219100,
2209947,
2219101,
2208361,
2201347,
2206267,
2234648,
2234646,
2234650,
2234649,
2205523,
2221590,102355
2206221,
2206246,110434
2215791,1090015
1948812,112612
2215940,
2219782,
2221685,
2204910,
2204912,
1921419,
2234659,
2215770,
2206881,
2210403,
2210417,
2210398,115517
1912815,2031059
2234665,
2234668,
2234661,
2234670,
2206275,
368637,
2206250,
2206269,
2206290,109850
2221599,
2206287,1703250
2206299,
2221605,1091373
2221604,106657
2221607,107432
2221613,
2221614,
2234674,
2234673,
2234672,
2219780,
2211691,
2257851,
2756577,
2756579,
2756580,
2756581,
2756578,
2219108,
2209999,
2392637,1090991
2204957,
2119803,
2212017,
2202070,
2205551,
2205554,
2205617,113568
2221686,
2221703,
2221701,
2221705,106197
2221698,
2219313,
2219325,
2217855,
2219310,
2205600,
1929545,103620
2205527,111741
2221712,
2205643,114778
2219862,
2221717,1088665
2221724,
2221731,111142
2221721,
2221745,
2221738,
2221744,
2221756,
2221758,
2221754,
2221767,
2221759,
2221772,
1931411,2138391
2221776,
2221779,
2221782,
2221796,
2221787,
2221797,113295
2221789,
2221798,
2221803,
2221799,114039
2221807,
2221813,
2221814,
2221816,
2386939,96016
2221827,
2221817,
365151,
2219390,
2219376,1084501
2205616,
2205633,
2205593,112751
2221843,
2221846,
2221850,
2221854,
2221859,
2221869,
2221880,
2221871,
2221872,
2221879,
2221894,
2221892,
2221895,
2221887,
2200280,
2221898,
2221901,
2221908,
2221907,
2221910,
2221912,2685258
2221915,
2221913,
2221916,
2221929,
2221923,
2221934,
2386954,98476
2392541,102169
2221690,
2221694,
2204935,
2204955,
2204996,
2204993,114506
2212015,
2205010,
2205018,
2205036,
2205048,
2205050,
2205052,
2205053,
2221944,
2221952,
2221949,
2221942,
2221947,
2221957,
2221958,
2221959,2685258
2221960,
2221976,
2221973,
2221974,
2221979,
2221983,
2221981,
2221984,
2204988,
2205597,
2205015,
2220817,
2221989,
2221985,
2221992,
2205063,
2221990,
2200283,
2268485,
2751040,103135
2221996,
2222010,
2222013,
2222017,
2222026,
2222025,
2222024,
2071079,1703225
2222029,
2222034,
2222052,
2222044,
2222050,
2222046,
2222043,
2222047,
2222056,
2222068,
2222065,
2222074,
2222069,
2222076,
2222089,
2222090,
2222093,
2221937,
2112886,
2221725,
2221728,
2221726,
2221845,
2221751,
2383017,
2221749,114506
2221878,
2221926,
2221925,
2221781,
1916494,1726376
2213545,
2221785,
2221829,
2221812,
2222098,
2222104,
2222114,
2222106,
2222105,
2222123,
2222116,
2222120,
2222118,
1929529,
2222130,
2222129,
2222147,106209
2222148,106209
2222140,
2110272,
2222156,
2222155,
2222166,
2222173,
2222169,
2222178,111194
2222186,
2222180,
2222182,114357
2221836,
2222191,
2222196,
2222195,
2222204,
2222209,113838
2222208,
2222201,
2222218,111194
2222224,
2222232,
2222229,
2222230,
2222228,
2222242,113047
2222251,
2222243,
2756785,
2756786,
2222267,
2671312,102169
2222262,
2222256,
2222268,
2211190,
2213198,
2222020,
2213182,
2213459,115572
2222059,
2204981,107714
2222060,
2213310,109152
2213302,
2213286,
2222270,115706
2222269,
2222283,
2222284,
2222286,
2222288,
2222289,
2222300,
2222302,109850
2222304,
2222307,109850
2222314,
2222315,
2222323,
2222317,
2222334,
2222329,
2222337,106882
2222338,
2222351,
2222352,
2222363,
2222366,
2217851,
2204982,
2222369,
2205056,
2222383,
2222371,
2222372,
2222388,
2222384,
2222385,
2222404,
2222423,
2387059,98474
2222431,
2387065,
2222436,107358
2222443,
2222439,
2751519,101696
2222454,
2222456,
2234676,
2222468,
2223612,
2210418,
2219095,
2210074,
2210697,
2222475,
2222479,
2222477,
2222492,
2222484,
2222487,
2222498,
2222500,
2222510,
2222521,
2222519,
2222523,
2222528,
2222524,
2222539,
1940512,88063
2222538,
2222547,
2222558,
2222556,
2222559,
2214158,
2210425,
2210453,109490
2210457,
2210633,
2210654,
2210659,
2210653,
2221966,
2210529,107195
2210675,
2210677,109490
2210524,115517
2210044,
2210530,
2210533,
2210082,
2210562,
2209745,
2222568,
2222572,
2071043,
2222574,
2222575,
2222579,
2222588,
2222586,
2071044,
2222599,
2222593,
2222590,
2222594,
2222589,
2222605,
2222606,
2222610,
2222615,
2067773,
2222622,
2222616,
2222626,
2222628,
2222627,
2222636,
2222645,
2200970,
2200968,
2222644,
2209956,
2210610,
2204338,
2210430,
2210442,
2210451,
2210435,115653
2210491,
2210645,
2210647,115517
2210553,
2210531,
2210514,
2222649,
2210570,
2222653,
2222654,
2222656,
2222655,
2222670,
2222671,
2222668,
2222675,
2222695,
2222699,
2756762,
2222706,
2222714,
2222707,
2222721,
2222720,
2222722,
2222719,
2222732,
2222734,
2222745,
2210783,
2222750,
2211010,
2211012,
2210450,
2210464,
2211034,
2211042,
2211067,
2211056,
2209992,115653
2222754,
2222753,
2210673,2031056
2214450,
2219134,
2205025,
2210704,
2210725,
2387025,100389
2222759,
2222765,
2222763,
2222777,
2234685,
2222778,
2222779,
2222787,
2222792,
2222794,
2222791,2031056
2222806,
2197727,
2222804,107195
2222818,
2222820,
2222816,
2219417,
2222830,
2222831,
2209953,
2210603,
2210621,
2210632,
2209675,
2210045,
2209724,
2209734,
2209735,
2222839,
2222840,
2222842,949697
2222844,
2222846,
2211077,
2219444,
2219447,
2387139,1090410
2222863,
2222856,
2222855,
2222876,
2222866,
2222867,
2222865,
2219480,
2222878,
2211995,
2222879,
2222886,
2222884,
2222885,
2222887,
2222890,
2222894,
2222909,
2222908,
2222907,
2222912,107437
2222914,
2222916,
2222920,
2387195,102701
2222934,
2222939,
2753720,
2222942,
2222945,
2222946,
2756591,102467
2222965,
2222963,
2222956,
2068776,
2222970,
2222971,
2222972,
2222978,
2222982,
2068773,
2222977,
2069121,
2117429,1091385
2222984,
2222990,
2222991,
2222986,
2223003,
2223006,
2223004,
2223020,
2223016,
2223017,
2223041,
2223042,1089126
2223037,
2223033,
2223050,
2223054,
2223053,
2223066,
2223067,
2069116,
2223078,
2223075,
2223077,
2223076,
2223085,
2223086,
2223088,
2127388,
2223106,
2223098,
2223097,
2223104,
2223112,
2223115,
2223113,
2223111,
2223126,
2223127,
2223124,
2052431,951777
2223131,
2223133,
2223134,
2223138,
2223142,
2223139,
2223147,
2223158,
2223170,
2223161,
2223169,
2223175,1089124
2223176,
2223183,
1947754,951722
2223190,
2223192,
2223189,
2223204,115233
2223200,
2223199,
2223210,
2223212,
2223213,
2223221,
1932004,
2223222,
2223226,
2223227,
2223230,
2223231,
2223232,
2223235,
2218421,
2222896,
2223236,115234
2223239,
2223241,
1931993,96105
2223243,
1945567,105610
2223246,
2223245,115234
2220878,
2392736,
2218556,
2222603,
1916436,953078
2209645,
2219792,
2219312,
2234687,
2234688,
2392745,1089726
2071084,102836
2214796,
2217911,
2217909,
2207397,
2392751,97262
2392752,
2052498,
2223254,
2223253,
2223257,
2223261,
2071145,951886
2217848,
2223266,
2756598,
2223331,
2756601,95625
2223271,
2223270,
2223268,113208
2223273,
2223275,
2223278,
2223281,114289
2072233,
2061391,
2209972,
2222845,
2062022,
2062002,
2222522,
2222798,
2222875,
2209718,
2219941,
2219856,
2223286,
2059218,
2223290,
2223295,
2223309,
2223313,
1938492,109031
2223305,
2223304,
2223318,
2216476,
2217879,
2219338,
2217874,
2065368,98869
2219341,
2218431,
2219347,
2219346,
2217908,
2215401,
2215611,
2215156,
2234700,
2234698,
2219228,
2219229,
2219231,
2216291,
2103252,
2216285,
2219260,
2219248,88812
2219263,
2219268,
2223251,
2219267,
2219282,
2219300,
2215380,
2215384,1084498
2215383,
2215385,
2215323,
2779032,1087315
2269198,
2234706,
2212291,1084503
2214816,
2223265,
2215100,
2215088,
2217736,
2211202,
2211206,
2211203,
2211208,
2211224,
2211216,
2211217,
